City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
473,Morondava,MG,-20.2833,44.2833,83.07,69,46,7.7,light rain
474,Galesong,ID,-5.3166,119.3661,73.42,80,19,5.46,few clouds
475,Bernalillo,US,35.05,-106.6673,71.69,27,40,11.5,scattered clouds
476,Chancay,PE,-11.5714,-77.2672,72.12,74,65,8.88,broken clouds
477,Bosobolo,CD,4.1833,19.9,79.66,56,73,3.47,broken clouds
478,Krasne,UA,49.9145,24.6134,37.74,72,65,4.65,broken clouds
479,Gergebil,RU,42.5047,47.0661,59.92,52,2,5.26,clear sky
480,Poso,ID,-1.3959,120.7524,77.04,83,91,3.53,overcast clouds
481,Walvis Bay,NA,-22.9575,14.5053,59.95,88,14,6.91,few clouds
482,Bathsheba,BB,13.2167,-59.5167,84.81,65,40,23.02,scattered clouds
483,Palmer,US,42.1584,-72.3287,62.58,32,75,6.91,broken clouds
484,Safranbolu,TR,41.2508,32.6942,41.04,96,100,7.34,overcast clouds
485,Misrikh,IN,27.45,80.5167,86.43,13,29,5.68,scattered clouds
486,Hangu,CN,39.2489,117.7892,57.24,67,100,7.47,light rain
487,Acajutla,SV,13.5928,-89.8275,88.77,51,54,10.89,broken clouds
488,Calatayud,ES,41.3535,-1.6432,67.96,41,71,14.14,broken clouds
489,Kardla,EE,58.9978,22.7492,36.05,73,89,5.84,overcast clouds
490,Ullapool,GB,57.8987,-5.1604,49.35,71,100,11.39,overcast clouds
491,Port Macquarie,AU,-31.4333,152.9167,63.9,89,15,9.8,light rain
492,Sampit,ID,-2.5333,112.95,73.35,96,99,0.58,overcast clouds
493,Bayji,IQ,34.9311,43.487,80.69,13,33,11.72,scattered clouds
494,Arona,ES,28.0996,-16.681,63.99,60,75,8.05,broken clouds
495,Berberati,CF,4.2612,15.7922,79.41,58,91,3.44,overcast clouds
496,Itoman,JP,26.1247,127.6694,73.42,92,40,10.36,scattered clouds
497,Lower Hutt,NZ,-41.2167,174.9167,64.31,88,75,13.8,broken clouds
498,Balkhash,KZ,46.844,74.9804,45.75,40,93,22.15,overcast clouds
499,Amambai,BR,-23.1042,-55.2258,88.39,46,21,14.25,few clouds
500,Bonavista,CA,48.6499,-53.1147,32.0,98,100,28.63,snow
501,Mashivka,UA,49.4431,34.8669,42.94,88,100,17.34,moderate rain
502,Aksarka,RU,66.5606,67.7975,34.32,100,100,10.8,overcast clouds
503,Karratha,AU,-20.7377,116.8463,80.51,26,2,11.72,clear sky
504,Waingapu,ID,-9.6567,120.2641,76.1,78,94,5.66,overcast clouds
505,Ocean City,US,39.2776,-74.5746,55.58,48,38,10.0,scattered clouds
506,Cockburn Town,TC,21.4612,-71.1419,76.87,80,5,18.16,clear sky
507,Brigantine,US,39.4101,-74.3646,55.6,51,0,12.66,clear sky
508,Jardim,BR,-21.4803,-56.1381,89.15,47,35,9.24,scattered clouds
509,Kjollefjord,NO,70.9457,27.3465,37.45,90,100,2.93,overcast clouds
510,Ereymentau,KZ,51.6199,73.1033,39.92,50,74,17.72,broken clouds
511,Broome,US,42.2506,-75.833,60.53,40,0,9.22,clear sky
512,Roma,US,43.2128,-75.4557,60.08,39,0,5.01,clear sky
513,Mumbwa,ZM,-14.9783,27.0619,64.38,95,99,4.5,overcast clouds
514,Santiago Del Estero,AR,-27.7951,-64.2615,63.77,90,100,16.11,overcast clouds
515,Boa Vista,BR,2.8197,-60.6733,91.38,43,40,13.8,scattered clouds
516,Poum,NC,-20.2333,164.0167,78.82,78,10,8.99,clear sky
517,Kolokani,ML,13.5728,-8.0339,103.68,9,40,2.57,scattered clouds
518,Galesburg,US,40.9478,-90.3712,58.98,43,40,11.5,scattered clouds
519,Santa Lucia,ES,27.9117,-15.5407,61.92,52,75,8.05,broken clouds
520,Lodja,CD,-3.4833,23.4333,76.69,76,90,1.36,overcast clouds
521,Tigil,RU,57.8,158.6667,9.59,98,99,3.49,overcast clouds
522,Vanersborg,SE,58.3807,12.3234,44.44,39,66,8.05,broken clouds
523,Machico,PT,32.7,-16.7667,67.71,72,40,5.75,scattered clouds
524,Atbasar,KZ,51.8,68.3333,44.26,54,100,18.9,overcast clouds
525,Mbandaka,CD,0.0487,18.2603,75.36,87,95,4.83,overcast clouds
526,Skerries,IE,53.5828,-6.1083,54.68,87,98,17.76,overcast clouds
527,Conde,BR,-7.2597,-34.9075,83.66,65,75,9.22,broken clouds
528,Alice Springs,AU,-23.7,133.8833,80.15,32,100,4.61,overcast clouds
529,Ucluelet,CA,48.9329,-125.5528,49.08,61,47,3.47,scattered clouds
530,Kampot,KH,10.6167,104.1833,75.25,82,39,7.18,scattered clouds
531,Xam Nua,LA,20.4197,104.0439,65.1,85,28,2.28,scattered clouds
532,Nelspruit,ZA,-25.4745,30.9703,68.29,88,22,5.75,few clouds
533,Dovers,VC,12.8833,-61.1833,83.79,76,51,17.29,broken clouds
534,Slave Lake,CA,55.2834,-114.769,19.38,58,20,14.97,few clouds
535,Arlit,NE,18.7369,7.3853,96.15,6,0,6.08,clear sky
536,Ust-Tsilma,RU,65.441,52.1498,33.89,100,100,3.69,light snow
537,Outlook,CA,51.5001,-107.0513,22.23,49,97,15.52,overcast clouds
538,Ouadda,CF,8.0777,22.4007,78.49,55,93,0.67,light rain
539,Ponta Do Sol,PT,32.6667,-17.1,67.71,60,95,13.49,overcast clouds
540,Scandiano,IT,44.5965,10.6907,60.12,60,76,1.5,broken clouds
541,Carupano,VE,10.6678,-63.2585,85.05,65,53,16.78,broken clouds
542,Kongoussi,BF,13.3258,-1.5347,102.9,5,29,14.38,scattered clouds
543,Chengde,CN,40.9725,117.9361,52.0,30,100,5.77,overcast clouds
544,Upington,ZA,-28.4478,21.2561,68.38,64,20,4.61,few clouds
545,Caravelas,BR,-17.7125,-39.2481,81.75,71,77,4.94,broken clouds
546,Wenling,CN,28.3669,121.36,63.46,97,59,1.21,broken clouds
547,Scarborough,GB,54.2797,-0.4044,48.33,78,100,13.0,overcast clouds
548,Imbituba,BR,-28.24,-48.6703,74.82,93,100,7.67,moderate rain
549,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,56,20,14.97,few clouds
550,Sakaiminato,JP,35.55,133.2333,59.25,80,1,7.38,clear sky
551,Lincoln,US,40.8,-96.667,61.14,38,0,8.05,clear sky
552,Minuri,PH,16.535,121.8574,72.03,95,96,1.41,overcast clouds
553,Sistranda,NO,63.7256,8.834,39.16,83,100,26.02,light rain
554,Santa Clara,CU,22.4,-79.9667,80.26,50,20,18.41,light rain
555,Fort Nelson,CA,58.8053,-122.7002,11.79,62,75,12.66,broken clouds
556,Victor Harbor,AU,-35.5667,138.6167,57.99,74,80,9.78,broken clouds
557,Puerto Escondido,MX,15.85,-97.0667,86.83,70,0,9.22,clear sky
558,Kuching,MY,1.55,110.3333,75.42,100,20,1.99,few clouds
559,Shumskiy,RU,54.8318,99.1328,26.02,69,100,6.71,overcast clouds
560,Grindavik,IS,63.8424,-22.4338,44.55,65,0,20.71,clear sky
561,Svarychiv,UA,48.9622,24.1966,35.96,74,63,5.95,broken clouds
562,Tripoli,LY,32.8752,13.1875,62.01,62,59,21.9,broken clouds
563,Labuan,MY,5.2767,115.2417,79.16,94,20,0.0,few clouds
564,Sovetskiy,RU,61.3614,63.5842,37.29,99,89,7.34,overcast clouds
565,Quang Ngai,VN,15.1167,108.8,70.74,93,71,3.89,broken clouds
566,Sande,DE,53.5049,8.0142,47.98,68,40,8.59,scattered clouds
567,Beringovskiy,RU,63.05,179.3167,23.13,96,100,7.52,overcast clouds
568,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,67,75,8.05,light rain
569,Bossangoa,CF,6.4926,17.4552,85.26,44,89,4.25,overcast clouds
570,Rawlins,US,41.7911,-107.2387,46.35,14,100,24.16,overcast clouds
571,Sur,OM,22.5667,59.5289,85.91,47,0,8.59,clear sky
572,Matay,EG,28.419,30.7792,70.66,42,17,22.21,few clouds
573,Murdochville,CA,48.9583,-65.5006,36.48,74,84,14.61,broken clouds
574,Nagato,JP,34.3833,131.2,60.21,93,60,9.57,broken clouds
575,Nizwa,OM,22.9333,57.5333,85.19,7,0,6.96,clear sky
576,Isla Mujeres,MX,21.2311,-86.731,84.25,65,7,16.78,clear sky
577,Babstovo,RU,48.1167,132.4833,30.97,87,81,6.33,broken clouds
578,Calama,CL,-22.4667,-68.9333,70.21,16,2,21.79,clear sky
579,Borup,DK,55.4947,11.9758,46.35,49,75,6.91,broken clouds
580,Shimoda,JP,34.6667,138.95,61.11,86,100,6.08,moderate rain
581,Husavik,IS,66.0449,-17.3389,31.53,91,93,6.78,overcast clouds
582,Lagoa Formosa,BR,-18.7786,-46.4075,81.01,53,37,0.47,scattered clouds
583,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,77,75,13.18,broken clouds
584,Inhambane,MZ,-23.865,35.3833,78.78,89,75,0.0,broken clouds
585,Ponnani,IN,10.767,75.9252,79.92,83,99,4.16,light rain
586,Aleksandriya,RU,45.0947,43.2456,56.32,65,7,14.97,clear sky
587,Aksum,ET,14.1245,38.7244,70.52,27,48,14.65,scattered clouds
588,Elmadag,TR,39.9208,33.2308,42.66,69,75,18.41,broken clouds
589,Mersing,MY,2.4312,103.8405,75.11,94,99,3.44,overcast clouds
590,Praya,CV,14.9215,-23.5087,75.74,57,75,24.16,broken clouds
591,Idrinskoye,RU,54.3708,92.1358,29.68,65,86,1.63,overcast clouds
592,Kirakira,SB,-10.4544,161.9205,79.32,82,57,4.97,broken clouds
593,Djambala,CG,-2.5447,14.7533,69.39,92,100,2.3,overcast clouds
594,Cassilandia,BR,-19.1133,-51.7342,88.84,48,9,6.15,light rain
595,Lohja,FI,60.2486,24.0653,38.39,85,8,4.41,clear sky
596,Mandiana,GN,10.6333,-8.6833,95.79,27,92,6.44,overcast clouds
597,Kabo,CF,7.6994,18.629,83.5,54,82,8.61,light rain
598,Saint-Augustin,CA,51.226,-58.6502,37.0,87,87,17.76,overcast clouds
599,Upernavik,GL,72.7868,-56.1549,15.93,92,100,8.03,overcast clouds
600,Miri,MY,4.4148,114.0089,77.14,94,40,2.3,scattered clouds
601,Shuya,RU,56.8487,41.3883,51.69,86,95,8.61,overcast clouds
602,San Juan,AR,-31.5375,-68.5364,68.34,28,0,3.69,clear sky
603,Maunabo,PR,18.0072,-65.8993,86.88,76,12,11.36,few clouds
604,Sangar,RU,63.9242,127.4739,-4.32,94,52,2.08,broken clouds
605,Moron,AR,-34.6534,-58.6198,74.95,67,92,10.87,overcast clouds
606,Newnan,US,33.3807,-84.7997,69.82,53,0,4.0,clear sky
607,Antofagasta,CL,-23.65,-70.4,66.69,69,18,9.4,few clouds
608,Manavgat,TR,36.7867,31.4431,56.26,63,79,5.61,broken clouds
609,Belogorsk,RU,50.9158,128.4611,30.18,83,88,4.0,overcast clouds
610,Bilma,NE,18.6853,12.9164,94.39,5,2,6.67,clear sky
611,Puerto Colombia,CO,10.9878,-74.9547,89.69,71,100,21.79,overcast clouds
612,Teguldet,RU,57.3064,88.1667,23.2,96,100,2.01,overcast clouds
613,Cordoba,AR,-31.4135,-64.1811,71.76,61,75,10.36,broken clouds
614,Pasighat,IN,28.0667,95.3333,67.48,90,5,2.73,clear sky
615,Ponta Delgada,PT,37.7333,-25.6667,61.52,88,75,17.27,broken clouds
616,Egvekinot,RU,66.3167,-179.1667,15.26,94,100,5.44,overcast clouds
617,Mykhaylivka,UA,47.2724,35.2224,51.28,77,100,18.3,overcast clouds
618,Aksay,RU,47.26,39.87,68.25,46,69,14.0,broken clouds
619,Bonfim,BR,3.0833,-59.95,90.68,44,100,7.74,overcast clouds
620,Solano,US,38.2333,-121.9511,59.32,69,40,23.02,scattered clouds
621,Boldumsaz,TM,42.1282,59.671,66.25,38,22,10.49,few clouds
622,Stettler,CA,52.3168,-112.7186,27.7,58,100,18.41,overcast clouds
623,Mazatlan,MX,23.2167,-106.4167,78.76,77,40,8.01,scattered clouds
624,Montrose,US,38.4166,-108.2673,47.77,22,57,26.82,broken clouds
625,Bretigny-Sur-Orge,FR,48.6114,2.3059,65.75,51,0,8.05,clear sky
626,Honningsvag,NO,70.9821,25.9704,37.15,81,75,12.66,broken clouds
627,Solnechnyy,RU,50.7214,136.6319,22.33,95,79,5.82,broken clouds
628,Pangody,RU,65.85,74.4859,33.89,100,100,9.82,overcast clouds
629,Lazaro Cardenas,MX,17.9583,-102.2,85.84,55,95,8.7,overcast clouds
630,Reconquista,AR,-29.15,-59.65,70.5,91,100,7.36,overcast clouds
631,Nishihara,JP,26.1842,127.7558,72.68,94,40,10.36,scattered clouds
632,Makakilo City,US,21.3469,-158.0858,77.32,67,0,11.5,clear sky
633,Kashi,CN,39.4547,75.9797,69.01,22,93,8.95,overcast clouds
634,Rehoboth,NA,-23.3167,17.0833,72.9,20,0,10.07,clear sky
635,Cuamba,MZ,-14.8031,36.5372,73.45,73,55,1.74,broken clouds
636,Ayagoz,KZ,47.9714,80.4392,38.44,45,95,15.46,overcast clouds
637,Panlaitan,PH,12.1191,119.8486,79.02,82,100,4.27,moderate rain
638,Andenes,NO,69.3143,16.1194,37.38,81,75,9.22,light rain
639,Adjumani,UG,3.3779,31.7909,69.62,91,96,2.91,light rain
640,Gravdal,NO,68.1214,13.5031,39.13,78,80,8.43,broken clouds
641,Rawson,AR,-43.3002,-65.1023,64.27,36,14,17.87,few clouds
642,Karpathos,GR,35.507,27.2132,57.16,62,0,24.16,clear sky
643,Isabela,PH,6.7085,121.9711,78.85,84,97,6.55,overcast clouds
644,Mansa,IN,29.9833,75.3833,87.04,12,96,3.94,overcast clouds
645,Ambilobe,MG,-13.2,49.05,75.69,81,58,4.74,broken clouds
646,Icod De Los Vinos,ES,28.3724,-16.7119,69.46,75,26,5.77,scattered clouds
647,Irbeyskoye,RU,55.6428,95.4522,28.78,75,100,6.8,overcast clouds
648,Colon,PA,9.3592,-79.9014,90.36,10,100,13.38,overcast clouds
649,Guntakal,IN,15.1667,77.3833,86.07,41,91,12.84,overcast clouds
650,Constantine,DZ,36.365,6.6147,71.01,35,0,10.36,clear sky
651,Brae,GB,60.3964,-1.353,41.4,66,100,15.79,overcast clouds
652,Dongdu,CN,35.85,117.7,67.75,62,100,11.05,overcast clouds
653,Waipawa,NZ,-41.4122,175.5153,58.17,77,19,15.95,few clouds
654,Knysna,ZA,-34.0363,23.0471,71.8,65,77,5.5,broken clouds
655,Fonte Boa,BR,-2.4959,-66.2662,82.63,72,100,4.61,overcast clouds
656,Nuuk,GL,64.1835,-51.7216,32.61,69,75,9.22,broken clouds
657,Ostrov,RU,57.3439,28.3537,40.73,69,78,4.05,light rain
658,Chojnow,PL,51.2737,15.9366,42.78,57,96,7.05,overcast clouds
659,Poplar Bluff,US,36.757,-90.3929,62.38,88,100,21.0,overcast clouds
660,Prince Rupert,CA,54.3161,-130.3201,39.29,81,100,4.61,overcast clouds
661,Sumenep,ID,-7.0167,113.8667,79.88,73,39,4.52,scattered clouds
662,Igarka,RU,67.4667,86.5833,2.14,94,92,7.34,overcast clouds
663,Hirara,JP,24.8,125.2833,73.85,88,2,13.29,clear sky
664,Grand-Santi,GF,4.25,-54.3833,80.49,90,93,4.16,overcast clouds
665,Lensk,RU,60.7253,114.9278,12.22,97,82,0.47,broken clouds
666,Hurghada,EG,27.2574,33.8129,77.2,30,0,26.06,clear sky
667,Crotone,IT,39.0851,17.1178,53.55,66,0,5.75,clear sky
668,Puerto Leguizamo,CO,-0.1934,-74.7819,81.45,79,96,3.85,overcast clouds
669,Khorixas,NA,-20.3667,14.9667,84.42,26,27,5.77,scattered clouds
670,Katima Mulilo,NA,-17.5,24.2667,70.03,72,100,3.27,overcast clouds
671,Listowel,IE,52.4464,-9.485,55.11,90,100,14.52,overcast clouds
672,Gold Coast,AU,-28.0,153.4333,70.0,97,1,3.44,mist
673,Ossora,RU,59.2353,163.0719,16.09,91,100,7.02,overcast clouds
674,Huron,US,41.1501,-82.5499,60.78,74,100,15.99,overcast clouds
675,Urumqi,CN,43.801,87.6005,47.35,22,0,4.47,clear sky
676,Kangundo,KE,-1.2979,37.3471,62.65,65,100,5.44,overcast clouds
677,Creel,MX,27.75,-107.6333,65.34,15,1,14.88,clear sky
678,Takaka,NZ,-40.85,172.8,58.55,89,94,5.68,overcast clouds
679,Chhabra,IN,24.6667,76.8333,91.9,18,91,3.44,overcast clouds
680,Nemuro,JP,43.3236,145.575,37.85,99,100,5.61,overcast clouds
681,Manglaur,IN,29.8,77.8667,83.03,12,89,3.96,overcast clouds
682,Atherton,GB,53.5237,-2.4935,57.42,46,100,7.0,overcast clouds
683,Iwanai,JP,42.9744,140.5089,48.76,79,80,1.45,broken clouds
684,Svetlogorsk,BY,52.6333,29.7333,41.74,63,100,6.15,overcast clouds
685,Kot Diji,PK,27.3427,68.7083,89.62,23,100,17.63,overcast clouds
686,Marevo,RU,57.3146,32.0804,36.0,84,100,1.63,overcast clouds
687,Christchurch,NZ,-43.5333,172.6333,60.01,69,89,11.5,overcast clouds
688,Henties Bay,NA,-22.116,14.2845,65.14,80,3,8.05,clear sky
689,Mogwase,ZA,-25.185,27.2665,61.18,85,56,0.81,broken clouds
690,Warrnambool,AU,-38.3833,142.4833,55.04,66,97,7.27,overcast clouds
691,Homa Bay,KE,-0.5273,34.4571,74.68,63,99,4.0,overcast clouds
692,Lloydminster,CA,53.2835,-110.0016,17.82,67,75,23.02,broken clouds
693,Manicore,BR,-5.8092,-61.3003,87.46,57,96,1.28,overcast clouds
694,Chimoio,MZ,-19.1164,33.4833,69.66,94,75,3.27,broken clouds
695,Baiyin,CN,36.5583,104.2081,41.83,41,70,2.24,broken clouds
696,San Patricio,US,28.017,-97.5169,82.29,74,100,15.9,overcast clouds
697,Hluti,SZ,-27.2167,31.6167,62.76,90,60,3.4,broken clouds
698,Maniitsoq,GL,65.4167,-52.9,31.87,67,100,2.28,overcast clouds
699,Vestmanna,FO,62.1564,-7.1664,38.32,70,75,25.32,broken clouds
700,Casas Grandes,MX,30.3667,-107.95,75.43,16,2,19.08,clear sky
701,Norman,US,35.2226,-97.4395,68.65,72,100,13.8,overcast clouds
702,Khatanga,RU,71.9667,102.5,-18.02,100,92,1.97,overcast clouds
703,Jedrzejow,PL,50.6394,20.3045,41.36,86,84,1.99,broken clouds
704,Salekhard,RU,66.53,66.6019,33.91,100,100,7.16,overcast clouds
705,Pilot Butte,CA,50.4668,-104.4178,26.65,53,100,24.16,overcast clouds
706,Vega De Alatorre,MX,20.0333,-96.6333,84.13,60,64,6.44,broken clouds
707,Wangaratta,AU,-36.3667,146.3333,49.3,86,63,5.75,broken clouds
708,Karonga,MW,-9.9333,33.9333,74.08,85,51,4.21,light rain
